key,source,Translation
FE51A4AC48420AB4E79654BC19F4447B,This is too difficult to read. Requires Level 70 Medical & Crafting.,阅读困难.需要 70 级以上的医疗和工艺水平.
6426B4FB47EE03DED053C78D40A6E890,This is too difficult to read. Requires Level 80 Cooking.,阅读起来很困难.需要 80 级烹饪水平.
F8F512C2475A25F029F93EB7947B525D,This is too difficult to read. Requires Level 80 Cooking.,阅读起来很困难.需要 80 级烹饪水平.
4CF93B964C15006DFECB16A3E3F43AFA,This is too difficult to read. Requires Level 80 Mechanical.,难以阅读.需要机械等级 80.
801487BF4D6688316A869B8397D01773,This is too difficult to read. Requires Level 80 Mechanical.,难以阅读.需要机械等级 80.
82FCB66E45114BA7CC36A4904D6FD08E,This is too difficult to read. Requires Level 80 Mechanical.,难以阅读.需要机械等级 80.
F8F8430A46736EC0BD7B7AB6B525FA14,This is too difficult to read. Requires Level 80 Mechanical.,难以阅读.需要机械等级 80.
CB7213D3462C20BB926DC5908C6F5170,This is too difficult to read. Requires Level 95 Mechanical.,太难阅读了.需要 95 级机械.
E16F9F0741499BCE167015A8BBEED30F,This is too difficult to read. Requires Level 95 Mechanical.,太难阅读了.需要 95 级机械.
VehiclePart_Uninstall_TooHeavy,This is too heavy for you to uninstall manually.,"对于手动卸载来说,它太重了."
Map_NoPower,This is unpowered.,没有开机.
1D8AABBC443492D50ADBE4B62E776699,This isn't even possible!<cf><cf>[Doesn't spawn in base game.],"这是不可能的！

[基本游戏中不会出现.]"
Container_NotPowered,This isn't powered. You can't open it.,"因为没有开机,所以无法打开."
34FB89D44E33856A0ECB399524632692,"This key looks like it could unlock a shipping container. A tag hanging off the keyring reads, ""Property of the Redford Fire Department"".",这把钥匙似乎可以打开运输集装箱的锁.钥匙圈上的标签写着 '雷德福消防局收藏'.
0E8076254F7269C2C1E2199EF20A7B72,This large switch turns off power in a section of the prison.,这个大型开关可以关闭监狱的部分电源.
18A40460474527C798F932A4F3D42839,This large switch turns off power in a section of the prison.,这个大型开关可以关闭监狱的部分电源.
1B784A7242DA884390101E92D0C44310,This large switch turns off power in a section of the prison.,这个大型开关可以关闭监狱的部分电源.
355900FD4AC014E63B86EBAD7815CFDE,This large switch turns off power in a section of the prison.,这个大型开关可以关闭监狱的部分电源.
49B6B59D402D785B63B917973CF1B6C8,This large switch turns off power in a section of the prison.,这个大型开关可以关闭监狱的部分电源.
50F505FF49C343E9B5780CAAA19B3BBB,This large switch turns off power in a section of the prison.,这个大型开关可以关闭监狱的部分电源.
585D2502431B0A7926D0CB88F50824C3,This large switch turns off power in a section of the prison.,这个大型开关可以关闭监狱的部分电源.
BD761D69433E77AFF4BA07A47E6675E7,This large switch turns off power in a section of the prison.,这个大型开关可以关闭监狱的部分电源.
D71EF17846AF5A116538838CCA852353,This large switch turns off power in a section of the prison.,这个大型开关可以关闭监狱的部分电源.
71159A7D4105AC202A2D8AAAE55C985D,This local veterinary clinic located on the offskirts of Redford was frequently used by locals in the area.,这家兽医诊所位于雷德福德郊外，是当地居民经常光顾的场所。
8C5F65A040C2C2102F241D9D88D0A90B,This local veterinary clinic located on the offskirts of Redford was frequently used by locals in the area.,这家兽医诊所位于雷德福德郊外，是当地居民经常光顾的场所。
F59449734F3BCA0E6F1D2E98CAB845F7,This map does not support GPS.,此地图不支持GPS。
20665A5940234EFD8532A2A2BA70DA8A,"This map is BlankFlatland but with world partition on and set<cf>to a small distance.<cf>The point is to test multiplayer desync.<cf><cf>There are two teleport points - 'near' and 'far'.<cf>Teleport to far, wait for stuff to unload, then teleport back.<cf><cf>The cell size is 1600 and the load range<cf>is 3000.<cf><cf>Cubes are every 1600 units.","""这张地图是 BlankFlatland, 但世界分区已打开,距离设置为较短.
 点是测试多人同步解除.

 传送点有两个 ——‘near’和‘far’.
 传送到远处,等待物品卸载,然后传送回来.

 单元大小为 1600, 负载范围为 3000.
"""
6EDF68AB46F51C5223F14AAA0EAB4768,This mayo is made from egg yolks instead of whole eggs. ,"这种蛋黄酱并非完全由鸡蛋制成,而是由蛋黄制成."
Furniture_CantBeMoved_ContainerNotSearched,This might have items in it. Search it first.,
FrozenFoodDamage,"This needs to be defrosted to be eaten. You bite the rock-hard food in vain, hurting your teeth.",
Hint_BadPlacement_NotOnCeiling,This needs to be placed on a ceiling.,
Hint_BadPlacement_NotOnGround,This needs to be placed on a level surface.,必须放置在水平面上.
Hint_BadPlacement_NotOnWall,This needs to be placed on a wall.,需要将其放置在墙上.
Hint_BadPlacement_NotOnLandscape,This needs to be placed on natural ground.,
Hint_BadPlacement_NotOnSnap,This needs to be placed on something specific.,
Hint_BadPlacement_NeedPlanter,This needs to be planted in a planter or dirt mound.,这种植物应该种植在花盆或土壤填充土中.
CannedFood_CantEatBecauseSealed,"This needs to be unsealed to be eaten. You bite the can in vain, hurting your teeth.",
FilterFluid_NoEffect,This probably won't do anything.,也许什么也不会发生.
5ECB38A7401775B6DEED119CCDDAE697,This radio station broadcasts as 93.4 Anytime Radio.,本广播电台将以 93.4 Anytime Radio 的形式播出.
6511B79346654D8501A00CAB70AD185B,This radio station broadcasts as 93.4 Anytime Radio.,
DifferentVersionDemo2_Text,"This save game was created with the VEIN demo. You can load it, but we can't load things in the world. Continue?",
DifferentVersionDemo1_Text,"This save game was created with the main VEIN game. You can load it, but we can't load things in the world. Continue?",
207FCB68456762A0993179BFD455BD20,"This small, hilltop farm would exclusively grow corn before the pandemic. The corn stalks that remain in the fields are dead and dry. ","在疫情之前,这个位于山上的小农场只种植玉米.留在田地里的玉米茎秆已经枯萎干燥."
B7207DE6402ADCB0F08E36821225110E,"This small, hilltop farm would exclusively grow corn before the pandemic. The corn stalks that remain in the fields are dead and dry. ",
92CBAF794FE406AF207154B7A99E7041,This smells like motor oil.,这闻起来像机油.
4C222AA944E2D4630070A0B075299DC8,This smells like oil.,这个闻起来像油.
Vehicle_CantOpenHoodWhileMoving,This vehicle has to be stopped first.,"首先,我们需要停下这辆车."
VehicleWIPNotice,This vehicle is work-in-progress and probably does not function properly. Avoid it or experience bugs.,
D33DEA754C8E6DCE1CCA049DB29627DE,"This will decrease if the plant has no water, no sunlight, etc. At zero, the plant is dead.","如果植物没有得到水分,阳光等的供应,此值将减小.如果为零,植物将枯萎."
26476DAB4BC766D938998DB7653CF5CD,This will delete all of your autosaves. This cannot be undone.,所有自动保存都将被删除.无法恢复.
4762534F4B2FFB48E39BFCAD2CA00259,This will delete all of your autosaves. This cannot be undone.,所有自动保存都将被删除.无法恢复.
CA93A73E45E4EEDE98DB92872F38495F,This will fill up over time as the plant grows.,"随着植物的生长,随着时间的推移,它会变得越来越饱满."
D202BC6B4D5B79A8F94F17B2E455CBB8,This will turn off a large region's power.,这将关闭大范围的电力.
1E2083F248656F77A32AAD997C43BCB8,This will turn off a small region's power..,这将关闭一个小区域的电源.
2FEAC51944B4EE7BA5E9E9BC3038F179,This will turn off a small region's power..,这将关闭一个小区域的电源.
986B60DB41EB7D8C758E949E37BE82F7,This will turn off a small region's power..,这将关闭一个小区域的电源.
F583AE9748CC97DA2B97AD9ABA13174B,This will turn off a small region's power..,这将关闭一个小区域的电源.
F43CCC54442D704283586286A9667FC1,"This will turn off power in the area, assuming it's not hooked to an active backup generator.","此操作会关闭该区域的电源,除非该区域已连接到活动的备用发电机."
71CB0E6B473E3A15280C3FA99978D52E,"This will turn off power to the building, assuming it's not hooked to an active backup generator.","这将关闭建筑物的电源,除非连接到正在运行的备用发电机."
FF8F06F94D0A569D1680DBA87D95E424,"This will turn off power to the building, assuming it's not hooked to an active backup generator.","这将关闭建筑物的电源,除非连接到正在运行的备用发电机."
D6FC419747AF28C2A85A699152C5C1AF,"This will turn off power to the prison church, assuming it's not hooked to an active backup generator.","这将关闭监狱教堂的电源,除非连接到正在运行的备用发电机."
53F24C80437DCCFED72C0FB6AD59E291,"This will turn off power to this section of the building, assuming it's not hooked to an active backup generator.","这将关闭建筑物此区域的电源,除非连接到正在运行的备用发电机."
6AFF20B44DA17B5ED0B82AA280F9BD1A,"This will turn off power to this section of the building, assuming it's not hooked to an active backup generator.","这将关闭建筑物此区域的电源,除非连接到正在运行的备用发电机."
70C6EF614EDF06D427615EA908614980,"This will turn off power to this section of the building, assuming it's not hooked to an active backup generator.",
77CE5137493EB6C9CE358A83F869590C,"This will turn off power to this section of the building, assuming it's not hooked to an active backup generator.",
7A1091384D8903E76075EAA7255C9F28,"This will turn off power to this section of the building, assuming it's not hooked to an active backup generator.",
C2AB4D6246F71063AA69938FC3BBBA7B,"This will turn off power to this section of the building, assuming it's not hooked to an active backup generator.","这将关闭建筑物此区域的电源,除非连接到正在运行的备用发电机."
C8363D704BC7C63167A29B9DFDC4BB8B,"This will turn off power to this section of the building, assuming it's not hooked to an active backup generator.",
EBC78A794624FC906BEF5DB0C19768E5,"This will turn off power to this section of the building, assuming it's not hooked to an active backup generator.","这将关闭建筑物此区域的电源,除非连接到正在运行的备用发电机."
5055ECF946DE7DE1D34CFF8923FE330F,This will turn off the flow of water in the area.,这将使该区域的水流停止.
F902CB444F7E3D7EAD28EAAEB1BB26B2,This will turn off the flow of water in this large building.,这将使这座大型建筑物内的水流停止.
78E0FFAC44DC01EF6137D784C8A8E56C,This will turn off the flow of water to a specific town.,这将阻止水流向特定城市.
0E69006F48AF2A52A21226BB57BC65A5,This will turn off the flow of water to a specific wastewater plant.,
F72FB4474EF11F0219CBCEAA36646719,This will turn off the flow of water to a specific wastewater plant.,
A20F2CB843DE14DBA404DFAE4D7A19ED,"This will turn off this large building's power, assuming it's not hooked to an active backup generator.","这将关闭这座大型建筑的电源,除非连接到正在运行的备用发电机."
RepairBench_NoRepair_SameQuality,This wouldn't do anything.,
1E9B01CE446FADBA2C6B70BF1366C316,"Though this may not look like a junkyard, many vehicles were scrapped here for parts and metals.","这里看起来可能不像废品场,但许多车辆都是在这里被拆解成零件和金属的."
862634AF477B52A289369D8028E37E49,"Though this may not look like a junkyard, many vehicles were scrapped here for parts and metals.",
600D95C240641D1BD21854A7F623EC8B,Thread,线
4B2DAB0B42091FB024FA76BD46191108,Thread Expert,线索专家
887F1A3843C098D7E8766BA8C39B7027,Three sticks of dynamite. You need a lighter to ignite them.,三根炸药.需要打火机才能点燃.
ConditionEffect_ThrowItemCapability,Throw Item Capability,
DA1F567C464EC334E92846B0916B8BC6,Throwing,投掷
E96966D542508F2D2CDD59B2D6A18DD6,Throwing Book,扔书
3DDBAE7C416EDFFBF0448E9224B8438C,Throwing large items (like printers) at someone's head deals 150% consciousness damage.,向某人头部投掷大型物体 (如打印机) 会造成 150% 的意识损伤.
D8AA41D84AB7ECD460AA6ABE6A0BB12D,Thumb Tack,Ping
6AB277164BC7057DD691FF9388CA1AAA,"Tier 1 - Wood, Scrap","Tier 1 - 木材,废料"
911CF37043A308AC9AA4AEA3AA78E1C6,"Tier 2 - Wood, Fortified","等级 2 - 木材,强化"
CD2FF59F442E96AC189D3B8677812A76,Tier 3 - Limestone Brick,第 3 级 - 石灰岩砖
C6F2E3B2499A13AFCF7D64B16A76FE49,Tier 4 - Scrap Metal,第 4 级 - 废金属
38152DF44BDC65C8832212AAF5F0CF8F,Time,时间
B2DA5BA448F338C25AC16D8B8551889C,Time,时间
C15D7F734897790292FC7998B3E4B9D1,Time,时间
E029665F48C4C2C7F55B80BF3C979C22,Time,时间
156E3F1748110205D51732B65E1ED854,Time Multiplier,时间乘数
LifetimeStat_TimeSurvived,Time Survived,
ED5DF56844D9D6DA4C61D4B8E1F6B54A,"Time continues moving forward, even when there are no players on the server.","即使服务器上没有玩家,时间也会继续流逝."
1ADC277F4A72CAE280A205BFCF8F1526,Timing Belts,时序带
E36EF95A47B83AF1DDE5E59F15FA9A97,Tin Can,白铁罐
0C9FC3AB4A5E3B0BC86E29AE91E577B0,Tin Foil Hat,铝箔帽
6737BAE04440C334897CC79B8DBB6D05,Tipsy,霍罗醉了
0724516047D94949047DDB951D149A32,Tiptoed,踮起脚尖
4EDD28F74BEA76D3644F489C44377FC2,Tire Pile,轮胎山
BE2484D1460AA1AAA78108900D8B081F,Tire Pile,轮胎山
BFF4308C40E91FE85D6C8E8A2AED91AE,Tire Pile,轮胎山
DF420C664FAF99F3E3DC24AD1A9DDBE8,Tire Pile,轮胎山
B4AA7D2D457B000E860B37811532FAE5,Tire Storage,轮胎存放
1C914AA84E3FFDFBDF97899CD9720649,Tired,疲惫不堪
427ED4374CFA130F737E99B663A46CA6,Tired,疲惫不堪
5C54B5774153694240A57EA86037140A,Tired,疲惫不堪
7426AEF6416D16C11E3660AD00DDFD97,Tissue Box,面纸盒
044A2CC64141B196B28F1DAB758A533E,Title,标题
DoorLock_ChangeLock_NoDoor,"To change a lock, look at a door that's open and try again.","要更换钥匙,请看看打开的门,然后再试一次."
11923DA24CBC371F6C3711B2CFC1DDBA,To prove you mean business.,为了证明你是认真的.
EFF757094EA6A9A47311C8B89D4AB45E,"To use your new splint, select the item by clicking on it. Then in the use options near the bottom, click Treat Injury.<cf><cf>If you accidentally close your inventory press <B>{InventoryKey}</> to open it back up again.","要使用新附件,请点击该项目以选择它.然后,从底部的使用选项中点击 '治疗创伤'.如果您不小心关闭了物品栏,请按 <B>{InventoryKey}</> 重新打开它."
0950E86F4843B73B3533E195A414B2EA,Tobacco Shelf,烟草货架
5F4C2A774D7ECA4490D3BD841B80A194,Tobacco Shelf,香烟架
689D3F764FC5474EA93F9D8B0C89F0F2,Tobacco Shelf,香烟架
AD48353845F7DF1033E610B84029A4C9,Tobacco Shelf,
CB5E22224F09D7D8035355896532BC5E,Tobacco Shelf,香烟架
DE2F24DE42ACA3CAD8572B9F56397F23,Tobacco Shelf,香烟架
Tracker_Toggle,Toggle,特格鲁
TransformTransition_DefaultOption,Toggle,特格鲁
45BCAA8F4EB99903C68A2AA71B31C7B8,Toggle Crouch,切换蹲姿
FistsKeyNotification,Toggle Fists,切换拳头
44A4E12E4B63B6F442A9A7B7DD435BE1,Toggle Flashlight,
566C18AF49BC2D2D49D13280DE509C59,Toggle Mute,切换静音
4309DEF94438224CDFECE6A7D1F5B24F,Toilet,厕所
58E0A6894FF49807205171A395496B0C,Toilet,厕所
76A461E9468DFE82AC0894BBC6949C23,Toilet,厕所
7957DF61430EBBDB598A518D3023A340,Toilet,厕所
9D470B564BE072FD86A1F6B77A697C40,Toilet,厕所
C09CBD644CB22681591655B2042ECE39,Toilet,厕所
810A1E574992AACE690221898765C630,Toilet Brush,厕所刷
897B93D3409856A4F39B7B9087F2342B,Toilet Cleaner Bottle,厕所清洁剂瓶
0EC0070144F4BD602DDC6CBC67E8CFC7,Toilet Paper,卫生纸
8C9F8BB24662B306490055874803A26E,Toilet Paper Holder,卫生纸夹
AB8C28E248BDDE149D3723BB7B46A0C5,Tomahawk,战斧
2A6FDFD941F93B5A79DDD0811B870338,Tomato,番茄
0BBA9A064FB4765098A49BA5EB23479D,Tomato Seeds,番茄的种子
8E1FD6D24C623CFA8E6D50BC3FEFF6A3,Tomato Slice,番茄片
67AD0E5F4DB49D0ACF3831B44C2F6CC0,Tomato Soup,番茄汤
AAFD8D534407B73344023CBDEA1AE74D,Tomato Soup,番茄汤
772E4E8D4A570D575372E1A2FD6AAF09,Tongue & Groove Pliers,Tang & Glove Priyer
26BE4F91448A04CD77C1549381A7BD2A,Tony Gunque Used Cars,托尼?甘克二手车
42D83799439893B91FF99CA901E4F42F,Tony Gunque Used Cars,
1608522B4ADCAD4555BAEBABA8A11613,Tool Chest,工具箱
70ED34F3421082E4871B32A1E031C91C,Tool Chest,工具箱
B8802B3B4A58FC6A3EA5D2BEF12ADB71,Tool Chest,工具箱
ECD5E4864516DFF2F25EAD9E15CE6A6F,Tool Chest,工具箱
80B8696A4079A09BF6FF4C9B35510EB7,Tool Room Technician,工具房技术人员
23BB4607489E91C99A7CE7A5BCF1836F,Tool batteries last 50% longer.,该工具的电池寿命将延长 50%.
09DD7A36440AA48CD4FE41B841C54E95,Toolbox,工具箱
5E2D6C774E61ED423B0A378ECF7B7EEA,Toolbox,工具箱
A2D304AB4F148BCA2A9474BB4246FD5F,Toolbox Shelf,工具箱架
82A2FF564679729123E8769383F757D0,Tools,工具
AB686D8D468CCFBE8382B490685A4529,Tools,工具
B556690D41A3B493C91F5D95F37ACA9A,Tools,工具
D80712D04B623D277FB97CB4351A1355,Tools,工具
IngredientSetRequirements_Tools_Header,Tools,工具
IngredientSetRequirements_Tools_Header_Optional,Tools (only one required),
8C0A95294076B0FBC822EF8253DBFB46,Tools are categorized by their type. You can see a tool's type in their item description.,
FD4DA93C436EDCDFE6C3C9AE72B31BB7,Toothbrush,牙刷
06004F864F4244554E2755877236AD1F,Toothpaste,牙粉
6ED33A2A459E44973D0692A486C6C066,Top Hat,大礼帽
79EF9D73484F2C4D2D5CFBB9101A6ACA,Torn Wires,撕裂的电线
790321204D395D9B67A9EDB2FDDB04E3,Tortilla Box,玉米饼盒
5D5C4C6B455A02C11282D89C2357DA6A,Total Cost,总成本
LifetimeStat_TotalDamageTaken,Total Damage Taken,
41B841D145C28832DFFE82A4E646A70E,Total Weight,总重量
2C727DF0405028102CD0D686B6C2059E,Totally Drained,完全筋疲力尽了
F25148F24A53593AB8A3F39E5FF85753,Totally Sunblocked,完全的防晒霜
652836C14CFED06F2D39AC89FB323642,Tough Lock,塔夫洛克
CE35EB414475712FE4F4F1992B895D1C,Tough Lock,塔夫洛克
3C3642EC40CA175836CC06A02AE1DDF8,Towel,毛巾
724340A64E07C123944E2CA5E79293D6,Towel Rack,毛巾架
2A1FB6BB4441CB9E86118DB2222BED15,Towel Warmer,热毛巾
2F4CFB8B4CD855B354DF1DBE82287135,Towel Warmer,热毛巾
D7D8264E46BF048365CFF59347C334EB,Towel Warmer,热毛巾
12E7238A496CE520260D9989A988C8AF,Town,小镇
E16DFCB740C6F87CA58B2095A9DA5C00,Town Garage Rd,城市车库路
2C7789974C3B5506E79A128C483295D1,Town Line Rd,城市线路路障
4E29907946472453B7192788E323E090,Town Line Rd,城市线路路障
8330A62E43942DCE3EEC849B5571251D,Town Line Rd,城市线路路障
7BE530254575CEDB80B46AA8BF0A7D5E,Town Water Pump,市政供水泵
4A3E2720405D6C972CE744BAAF139F8A,"Town Water Pump - Dannemora, NY",镇上的水泵 —— 纽约州丹尼莫拉
ED6074D544A50308CD253D8C689FADE3,"Town Water Pump - Lyon Mtn, NY",Townwater Pump - 纽约州狮山
BA33DB6C4466FB6B191FBD920BC94CBE,"Town Water Pump - Redford, NY",Townwater Pump - 纽约州雷德福
FA7B904448A688132D1C39864968C85F,"Town Water Pump - Saranac, NY",镇水泵 - 纽约州萨拉纳克
F2121EAB465FEAC1E9B981A4BEFE19A3,Toy Clock,
FC26400748A3C9298A904AB03F4A5EDB,Tracker,跟踪器
2756118646C3832E1D890E904B6C4FAD,Trading,交易
1CC1390D46E417EDA01948BD4350BC05,Trading Book,交易手册
7122BB8847444F3CE073D689F96B1302,Traffic Cone,交通锥
422FF5DF4792B36F590D10A33BF22751,Traffic Cone Barrier,交通障碍
D4D55C37443EA5B49785D59753C5856D,Traffic Cone Stack,交通玉米垛
57BA038E4459F0E7987C89B75CB6FFCD,Trailer 1,预告片 1
B0FB1E354C3C3B0BD804DF87445DF5BC,Trailer 1,预告片 1
A13056BB49CDA8C3341B15A555335A53,Trailer Park,拖车公园
TrainControls_Name,Train Controls,列车控制
5D3A7CEA4162C1F23A8057B8BE9AC95E,Trainyard,列车站
PourBetweenContainers_PromptTitle,Transfer Fluid,传输液体
HandheldRadio_Use,Transmit VOIP,发送 VOIP
D2D1C6624934EC8F90A4EDB277441D78,Trapper Hat,猎人帽
TrashCan_Name,Trash,垃圾桶
4BDFF5AE410B5EDABF39F4B291F49A9B,Trash Bin,垃圾桶
54F0F71D418876E7A93D54A8964907BC,Trash Bin,垃圾桶
85C133EC424E332BAFA69287F236574D,Trash Bin,垃圾桶
95B418FF4E95E173F28C00A545D390FD,Trash Bin,垃圾桶
BED3AFDC4889FF76F930F78D7E29138E,Trash Bin,垃圾桶
C69C2A4C4911ED285F2C74AA08FC183C,Trash Bin,垃圾桶
90F160BC4E21CA3CC7C657ADBF3635AB,Trauma Bandage,外伤绷带
ED2C42A04328D84D9F870387950FF3BB,Trauma Bandage,外伤绷带
B68649714EAAED1B1A938896F0823D68,Tread Lightly,轻快地走着
B27DE67B42A370E469C637AE36A05B61,Treat Injury,伤口治疗
AF7FAB6B4D22092CB3534088819581C3,Treated,已经治疗完毕
BE51C8E94057587EB97029BD28564243,Trench Coat,风衣
6247BF024D29F987351BA088877A5434,Tricks of the Trade,做生意的诀窍
Key_TriggerCarHorn,Trigger Car Horn,
F325E163471899EAC6D9ADA4174E0E3D,Trigger Horde,触发器
3BFC10054F244746D5817294C820158B,Tripping,有点尴尬
BACDEB5F46CCF730A8822F9E6A5126A4,Triumph,胜利
45AF91EE474F019B26A60298E0D520D9,Trophy,奖杯
D18C9CBE41AA8CB9F1460F90926DB222,Trout,马斯
2B3086B041718FFC00BB1BA5008C76DA,Truck,轨道
68706E004C121F54A5370CADFB58051F,Truck,轨道
6C295B9B48F40D617EEACF8354C279DC,Truck,轨道
1E94E686440831E093CD109CA2065831,Truck Bed,卡车车斗
85CC1BD8430D9F2D0B7529B6887836B8,Truck Bed,卡车车斗
1B71A2564106276973818FB02F47C543,Truck Key,卡车钥匙
6EBAA5E048935A304F0D6B8DC0D19A70,Trucker Hat,追踪者帽
C8580B3B40F4D40B1692BDAD11FA838E,Trumpet,小号
Vehicle_Trunk,Trunk,后备箱
A8E1203343D59700749172A79BDF7728,Trying to pull an item out of a hot forge without gloves is a bad idea.,
3FCCD2B54F0A681A47241A895BC930B4,Tub,浴缸
FB4D42BE423B1E3AF3F906A84F9E3572,Tub,浴缸
171E150D4A004DAA17B0FBB250CFA16C,Turn Off,删除
CarInteriorLight_TurnOff,Turn Off,删除
CarRadio_TurnOff,Turn Off,删除
Headlights_TurnOff,Turn Off,删除
HeatConverter_TurnOff,Turn Off,
Lantern_TurnOff,Turn Off,删除
Siren_TurnOff,Turn Off,删除
SystemNodeTank_TurnOff,Turn Off,删除
Turn Off,Turn Off,删除
TurnOff,Turn Off,删除
Vehicle_Ignition_TurnOff,Turn Off,删除
38C3758B44B6B3574E0351B3272ED93A,Turn On,打开
CarInteriorLight_TurnOn,Turn On,打开
CarRadio_TurnOn,Turn On,打开
HeatConverter_TurnOn,Turn On,
Lantern_TurnOn,Turn On,打开
Siren_TurnOn,Turn On,打开
SystemNodeTank_TurnOn,Turn On,打开
Turn On,Turn On,
TurnOn,Turn On,打开
Vehicle_Ignition_TurnOn,Turn On,打开
ShowerOn,Turn On Shower,
A2A680924C9725F2CF7641B39638CC41,Turn On the Fusebox,打开保险丝盒
3C8EAF684581FFC9D3268D9D45F27291,Turn On the Light,开灯吧
27619C6E4A69C3D165065AA06513035E,Turn on Radiator,打开暖气
0A99780744174F38F32281A790E5998E,Turn {OnOrOff},设置为 {OnOrOff}
210D5EAB4109278C0D658E997197E1AC,Turn {OnOrOff},设置为 {OnOrOff}
88D6B5314B2C10BFB7769C9186B3E178,Turn {OnOrOff},设置为 {OnOrOff}
B013C2D4496E981C8DC66AA43EE5DF77,Turn {OnOrOff},设置为 {OnOrOff}
BB2E1D9948D59FE4ED696C8D48A44266,Turn {OnOrOff},设置为 {OnOrOff}
C076EE6C47653CEB66BD4786EC139446,Turn {OnOrOff},设置为 {OnOrOff}
C288EFAA41AE5DF5AA8899AEE235CBF9,Turn {OnOrOff},设置为 {OnOrOff}
E4C930A446BC6C69F835F2AC24D7F8CF,Turn {OnOrOff},设置为 {OnOrOff}
E7E975A54D8FD51435C19DA6EA5E9364,Turn {OnOrOff},设置为 {OnOrOff}
EE0DF6A84569E2B713AEAB97D06A6DCB,Turn {OnOrOff},设置为 {OnOrOff}
F611537845DBFBC3F33717A15EB92ADC,Turn {OnOrOff},设置为 {OnOrOff}
ED4A699F47A93774E59A62A3BB5AD8E7,Tuxedo Jacket,燕尾服夹克
0146F76F4B514C1A6D63C387F8AD5D02,Tweaking,微调
FF1D263C4EAB190D000BEE88196B5B11,Tweaking,微调
7AFF5A07448A65ECB9B73A97A4538141,Twin Bed,双人床
DA92C88040DA5EFE51FEAA8F2BEDE966,Twin Bed,双人床
AA98E1CF4C552E921FCE3B922900FC47,Twisted Foot Syndrome,扭伤综合征
ProjectileType_Tooltip,Type of ammunition this weapon is chambered in.,
D6C182C241627D7887C279B92191888E,Typically used for shaving purposes. Careful around the neck.,通常用于剃须.请注意脖子周围.
CE5FD5C649447D9786B413BF3DA6F1EF,Typically used for surgical purposes.,通常用于外科手术.
540295784144683CC805CA98DE340167,Typing...,打字...
27C49AC94F65E0A186A7C2A366D1CECD,UH-60 Grey Eagle,UH-60 灰鹰
111C121A438FE18E7BB509967392CA55,UH-60 Grey Eagle Crash Site,UH-60 灰鹰坠落现场
2CB73DDE44CC951199F9E7B1ABCC86FA,UI Scale,UI 规模
3B965F974334FFC9C036FD81616BC75D,"UI work-in-progress.<cf>Z is C3, M is B4. A is C4, J is B5.<cf>Black keys fill the rest of the keyboard.<cf>Shift to add two octaves, control to subtract two octaves.","""UI 正在开发中.
Z 为 C3,M 为 B4,A 为 C4,J 为 B5.
 黑键填充键盘的剩余部分.
Shift 键增加 2 个八度,Ctrl 键减少 2 个八度."""
0682F281492B1FBC0EEFAB8839F8B4F1,UN Fifty Seven,UN57
4D6B74C94FDF89AEA2429E97F3FA0D9D,UN P9,P9
F2D4E8DD4F5969C62A7B46A959B7DFD4,UN P9 Magazine - 50 Round,联合国 P9 弹匣 ——50 发
73DE1FF84E3C7D444AF29EA6421924A5,US Flag,美国国旗
C4D23236421B0EF21C400CBA5336922C,US Flag,美国国旗
E7EF49AC45EF9EA37BAA5C85736BB377,US Flag,美国国旗
ECF865734D4A46567C37B98A3F58D382,US Flag Stand,美国国旗杆
CF4D013D4A9663015FF94D81D64E1BB2,Uh oh! Looks like the power just went out.<cf><cf>Grab a flashlight from the nearby shelves.,"啊,好像停电了.

 请从附近的架子上拿个手电筒过来."
8B6646D94902DCA8CCB972AA9968D7C9,Uh oh... Sounds like you've been noticed.<cf><cf>Kill all the zombies to proceed.<cf><cf>Use <B>{PrimaryKey}</> to strike. Hold and release it to do a power attack. Right click or press <B>{QuickMeleeKey}</> to shove.,"糟糕...... 好像被发现了.

 打倒所有丧尸继续前进.

<B>{PrimaryKey}</> 发动攻击.如果一直按着不放就会发动强力攻击.用右键或 <B>{QuickMeleeKey}</> 将其推倒."
A22C78F342ADC73C219F53A164E3923B,Uh...,呃......
Setting_Ultra,Ultra,Ultra
8EC25C0D41E46BCB62026888182481C3,Umbrella,雨伞
5B25C632475DE37DBAA5609BDC6F19B3,Unban,禁止解除
KeyUnbind_Title,Unbind Key,
CheckConscious_Unconscious,"Unconscious, but still breathing.",
GlassUnCover,Uncover,
09C894614183E456DADCB1AC6C3541DF,Unemployed,失业者
ServerBrowser_Unfavorite,Unfavorite Server,
IncompatibleVersion_Text,"Unfortunately, this save game is incompatible with the current version of VEIN. We apologize for the inconvenience.",
3E3B456649180DFC773B238BAB4AC4D5,"Unfortunately, wearing this won't improve your skills in the kitchen.","遗憾的是,即使穿上这个也不会提高厨房技能."
1B9E79404AD97B8258DDC2B1705A7E12,Ungrown Plant,未成长植物
ServerBrowser_ShowServer,Unhide Server,
3B7ACB394A98C4AF1EDB05913549F979,Uninstall & Drop Part,卸载和删除部件
3CD9FD9D43DB4C23BE6D6AB0B29590F5,Uninstall Part,卸载部件
7FB605E94F524AF5B6659293CEEE4E24,Uninstall Part,卸载部件
D396A0FD493F6A6A084AE386AF65957C,Uninstallation Requirements,卸载要求
BB97CC9F478D2F5554AE4788C8C98294,Uniqueness,独特性
